gene_representative,product_name
195.2027.peg.381,Tgh091
195.2027.peg.1271,hypothetical protein
195.2027.peg.1457,hypothetical protein
195.2027.peg.1679,"Ribbon-helix-helix protein, copG family domain protein"
195.2027.peg.1788,Glucose-6-phosphate isomerase (EC 5.3.1.9)
195.2027.peg.1792,Phosphogluconate dehydratase (EC 4.2.1.12)
195.2027.peg.867,hypothetical protein
195.2027.peg.371,hypothetical protein
195.2027.peg.473,Major antigenic peptide PEB2
195.2027.peg.1577,hypothetical protein
195.2027.peg.1193,hypothetical protein
195.2027.peg.1169,"Type I restriction-modification system, specificity subunit S"
195.2027.peg.33,hypothetical protein
195.2027.peg.269,hypothetical protein
195.2027.peg.1463,hypothetical protein
195.2027.peg.1681,Biotin sulfoxide reductase (EC 1.-.-.-) / Free methionine-(S)-sulfoxide reductase
195.2027.peg.1590,hypothetical protein
195.2027.peg.1,"Ribbon-helix-helix protein, copG family domain protein"
195.2027.peg.1460,hypothetical protein
195.2027.peg.1286,"Beta-1,3-glucosyltransferase"
195.2027.peg.942,hypothetical protein
195.2027.peg.1166,"Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)"
195.2027.peg.813,hypothetical protein
195.2027.peg.1010,Phosphoglycerate transporter protein PgtP
195.2027.peg.1466,hypothetical protein
195.2027.peg.1204,hypothetical protein
195.2027.peg.1459,"DNA repair protein RAD50, putative"
195.2027.peg.621,membrane protein
195.2027.peg.1153,Arsenical-resistance protein ACR3
195.2027.peg.1789,Glucokinase (EC 2.7.1.2)
195.2027.peg.167,Inner membrane protein YihN
195.2027.peg.1469,Domain of unknown function (DUF332) superfamily
195.2027.peg.1467,"Death on curing protein, Doc toxin"
195.2027.peg.1005,Cytolethal distending toxin subunit A
195.2027.peg.389,predicted membrane-associated
195.2027.peg.79,D-sedoheptulose 7-phosphate isomerase (EC 5.3.1.28)
195.2027.peg.870,"Hemolysin, putative"
195.2027.peg.369,hypothetical protein
195.2027.peg.1312,4-cresol dehydrogenase [hydroxylating] flavoprotein subunit (EC 1.17.99.1)
195.2027.peg.1777,hypothetical protein
195.2027.peg.967,hypothetical protein
195.2028.peg.1309,hypothetical protein
195.2028.peg.1301,hypothetical protein
195.2028.peg.22,Phage tail protein GpX
195.2028.peg.11,hypothetical protein
195.2028.peg.538,hypothetical protein
195.2028.peg.1305,hypothetical protein
195.2028.peg.37,hypothetical protein
195.2028.peg.1793,Motility accessory factor
195.2028.peg.527,"Formate dehydrogenase-O, major subunit (EC 1.2.1.2) @ selenocysteine-containing"
195.2028.peg.32,hypothetical protein
195.2028.peg.539,"C4-dicarboxylate anaerobic carrier, putative"
195.2028.peg.14,FIG00469991: hypothetical protein
195.2028.peg.1758,Phosphoserine phosphatase (EC 3.1.3.3)
195.2028.peg.4,Phage baseplate assembly protein GpW
195.2028.peg.1434,Putative periplasmic protein
195.2028.peg.1533,Citrate/H+ symporter of CitMHS family
195.2028.peg.1534,hypothetical protein
195.2028.peg.1459,"Ferric siderophore transport system, biopolymer transport protein ExbB"
195.2028.peg.5,hypothetical protein
195.2028.peg.43,Transcriptional regulator
195.2028.peg.541,"C4-dicarboxylate anaerobic carrier, putative"
195.2028.peg.1433,Putative periplasmic protein
195.2028.peg.503,Cytochrome c oxidase (cbb3-type) subunit CcoQ (EC 1.9.3.1)
195.2028.peg.1757,Methyl-accepting chemotaxis signal transduction protein
195.2028.peg.6,Phage baseplate assembly protein GpV
195.2028.peg.20,"Phage virion morphogenesis protein Mup30, F"
195.2028.peg.1705,Motility accessory factor
195.2028.peg.1311,hypothetical protein
195.2028.peg.1307,Phage major tail tube protein GpFII
195.2028.peg.1306,Phage tail protein E
195.2028.peg.21,Phage tail protein GpU
195.2028.peg.42,hypothetical protein
195.2028.peg.34,hypothetical protein
195.2028.peg.27,hypothetical protein
195.2028.peg.529,Putative formate dehydrogenase-specific chaperone
195.2028.peg.15,"Phage head, major capsid protein E"
195.2028.peg.528,Formate dehydrogenase subunit or accessory protein
195.2028.peg.1302,Phage DNA adenine methylase (EC 2.1.1.72)
195.2028.peg.40,Replication initiation ATPase; bacteriophage DNA transposition B protein
195.2028.peg.1297,hypothetical protein
195.2028.peg.79,Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)
195.2028.peg.1813,Motility accessory factor
195.2028.peg.23,Phage tail formation protein GpD
195.2028.peg.947,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2028.peg.1792,Mobile element protein
195.2028.peg.31,conserved hypothetical protein TIGR01671
195.2028.peg.1431,Diaminopimelate decarboxylase (EC 4.1.1.20)
195.2028.peg.733,Methyl-accepting chemotaxis signal transduction protein
195.2028.peg.38,hypothetical protein
195.2028.peg.1308,Phage tail sheath monomer GpFI
195.2028.peg.7,Phage holin/antiholin component S
195.2028.peg.540,"C4-dicarboxylate anaerobic carrier, putative"
195.2028.peg.216,"Methyltransferase (EC 2.1.1.-), possibly involved in O-methyl phosphoramidate capsule modification"
195.2028.peg.1303,"phage virion morphogenesis protein, putative"
195.2028.peg.28,hypothetical protein
195.2028.peg.44,hypothetical protein
195.2028.peg.1298,"phage repressor protein, putative"
195.2028.peg.16,hypothetical protein
195.2028.peg.26,hypothetical protein
195.2028.peg.1537,HIT family protein
195.2028.peg.13,"Phage protein Mup32, I"
195.2028.peg.1811,hypothetical protein
195.2028.peg.19,"Phage protein Mup29, H"
195.2028.peg.1536,hypothetical protein
195.2028.peg.1300,hypothetical protein
195.2028.peg.1812,hypothetical protein
195.2028.peg.33,conserved domain protein
195.2028.peg.1638,ATP synthase F0 sector subunit c (EC 3.6.3.14)
195.2028.peg.25,Endonuclease I precursor (EC 3.1.21.1)
195.2028.peg.1299,hypothetical protein
195.2028.peg.18,phage uncharacterized protein
195.2028.peg.1799,protease IV (PspA)
195.2028.peg.1252,"Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => CmeB"
195.2028.peg.36,"host-nuclease inhibitor protein Gam, putative"
195.2028.peg.1432,Citrate/H+ symporter of CitMHS family
195.2028.peg.1253,"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)"
195.2028.peg.3,Phage baseplate assembly protein GpJ
195.2028.peg.24,Putative DNA-binding protein
195.2028.peg.10,hypothetical protein
195.2028.peg.1600,protease IV (PspA)
195.2028.peg.12,hypothetical protein
195.2028.peg.30,hypothetical protein
195.2029.peg.1576,hypothetical protein
195.2029.peg.1609,hypothetical protein
195.2029.peg.1808,hypothetical protein
195.2029.peg.1575,hypothetical protein
195.2029.peg.1101,hypothetical protein
195.2029.peg.1776,"Ribbon-helix-helix protein, copG family domain protein"
195.2029.peg.1791,IncQ plasmid conjugative transfer protein TraQ (RP4 TrbM homolog)
195.2029.peg.1783,hypothetical protein
195.2029.peg.1778,hypothetical protein
195.2029.peg.1214,"Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4) / Sulfate permease, Trk-type"
195.2029.peg.1780,"helicase, Snf2 family"
195.2029.peg.1218,hypothetical protein
195.2029.peg.1804,hypothetical protein
195.2029.peg.1812,hypothetical protein
195.2029.peg.1577,FIG00470129: hypothetical protein
195.2029.peg.826,hypothetical protein
195.2029.peg.1781,hypothetical protein
195.2029.peg.1809,hypothetical protein
195.2029.peg.1605,hypothetical protein
195.2029.peg.1844,IncQ plasmid conjugative transfer protein TraG
195.2029.peg.1807,"Major pilus subunit of type IV secretion complex, VirB2"
195.2029.peg.1578,"bacteriophage DNA transposition protein A, putative"
195.2029.peg.1816,IncQ plasmid conjugative transfer protein TraG
195.2029.peg.136,Ribonuclease Y
195.2029.peg.1620,hypothetical protein
195.2029.peg.1779,hypothetical protein
195.2029.peg.1787,"DNA topoisomerase III, TraE-type (EC 5.99.1.2)"
195.2029.peg.1788,hypothetical protein
195.2029.peg.1774,hypothetical protein
195.2029.peg.1562,putative lipoprotein
195.2029.peg.1574,hypothetical protein
195.2029.peg.1610,putative lipoprotein
195.2029.peg.1228,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2029.peg.1813,hypothetical protein
195.2029.peg.1793,"Coupling protein VirD4, ATPase required for T-DNA transfer"
195.2029.peg.1794,hypothetical protein
195.2029.peg.1810,"Site-specific recombinase, resolvase family"
195.2029.peg.1523,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2029.peg.727,"Putative type IIS restriction /modification enzyme, N-terminal half"
195.2029.peg.124,"sodium/pantothenate symporter , putative"
195.2029.peg.1786,hypothetical protein
195.2029.peg.1777,IncQ plasmid conjugative transfer DNA nicking endonuclease TraR (pTi VirD2 homolog)
195.2029.peg.728,hypothetical protein
195.2029.peg.1658,hypothetical protein
195.2029.peg.1099,"Type I restriction-modification system, specificity subunit S"
195.2029.peg.1263,hypothetical protein
195.2029.peg.1789,hypothetical protein
195.2029.peg.1785,hypothetical protein
195.2029.peg.1795,"ATPase required for both assembly of type IV secretion complex and secretion of T-DNA complex, VirB11"
195.2029.peg.169,Flagellar biosynthesis protein FliR
195.2029.peg.1775,hypothetical protein
195.2029.peg.1790,hypothetical protein
195.2029.peg.170,Flagellar biosynthesis protein FliR
195.2029.peg.1619,hypothetical protein
195.2029.peg.1802,hypothetical protein
195.2029.peg.1806,"Inner membrane protein forms channel for type IV secretion of T-DNA complex, VirB3 / ATPase required for both assembly of type IV secretion complex and secretion of T-DNA complex, VirB4"
195.2030.peg.707,Capsular polysaccharide biosynthesis heptosyltransferase HddD
195.2030.peg.718,Two-component system sensor histidine kinase/response regulator hybrid
195.2030.peg.371,Citrate lyase beta chain (EC 4.1.3.6)
195.2030.peg.702,"dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)"
195.2030.peg.716,hypothetical protein
195.2030.peg.699,Capsular polysaccharide export system protein KpsC
195.2030.peg.704,Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13) / Mannose-6-phosphate isomerase (EC 5.3.1.8)
195.2030.peg.1416,hypothetical protein
195.2030.peg.710,conserved hypothetical protein 22
195.2030.peg.705,CDP-4-dehydro-6-deoxy-D-glucose 3-dehydratase (EC 4.2.1.-)
195.2030.peg.1634,Membrane protein insertion efficiency factor YidD
195.2030.peg.761,Haloacid dehalogenase-like hydrolase
195.2030.peg.701,GDP-L-fucose synthetase (EC 1.1.1.271)
195.2030.peg.1684,Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)
195.2030.peg.1732,Flagellin
195.2030.peg.703,"GDP-mannose 4,6-dehydratase (EC 4.2.1.47)"
195.2030.peg.903,hypothetical protein
195.2030.peg.708,hypothetical protein
195.2030.peg.762,Haloacid dehalogenase-like hydrolase
195.2030.peg.1734,"SMF family protein, DNA processing chain A (DprA)"
195.2030.peg.706,"alpha-2,3-sialyltransferase"
195.2030.peg.579,Possible sugar transferase
195.2030.peg.578,hypothetical protein
195.2030.peg.835,RloF
195.2030.peg.904,hypothetical protein
195.2030.peg.1733,Flagellin
195.2030.peg.851,Arsenical-resistance protein ACR3
195.2030.peg.717,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2031.peg.1834,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2031.peg.1096,Auxin efflux carrier family protein
195.2031.peg.900,Channel-forming transporter/cytolysins activator of TpsB family
195.2031.peg.1794,hypothetical protein
195.2031.peg.1546,hypothetical protein
195.2031.peg.640,hypothetical protein
195.2031.peg.444,Filamentous haemagglutinin domain protein
195.2031.peg.1508,Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)
195.2031.peg.1832,Motility accessory factor
195.2031.peg.949,FIG00469658: hypothetical protein
195.2031.peg.899,Channel-forming transporter/cytolysins activator of TpsB family
195.2031.peg.1244,hypothetical protein
195.2031.peg.642,hypothetical protein
195.2031.peg.1550,Streptothricin acetyltransferase => sat-4
195.2031.peg.1837,Putative periplasmic protein
195.2031.peg.641,hypothetical protein
195.2031.peg.1798,UDP-N-acetylglucosamine 2-epimerase (hydrolyzing) (EC 3.2.1.183)
195.2031.peg.1788,Motility accessory factor
195.2031.peg.1753,"UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolyzing) (EC 3.2.1.184)"
195.2031.peg.951,hypothetical protein
195.2031.peg.1196,FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)
195.2031.peg.1761,Putative amino acid activating enzyme (EC 6.3.2.-)
195.2031.peg.1789,hypothetical protein
195.2031.peg.1398,Biotin sulfoxide reductase (EC 1.-.-.-) / Free methionine-(S)-sulfoxide reductase
195.2031.peg.1839,Motility accessory factor
195.2031.peg.763,"Beta-1,3-glucosyltransferase"
195.2031.peg.1756,Formyl transferase domain protein
195.2031.peg.1559,hypothetical protein
195.2031.peg.1057,hypothetical protein
195.2031.peg.443,FIG00638667: hypothetical protein
195.2031.peg.447,Lincosamide nucleotidyltransferase => Lnu(C)
195.2031.peg.748,Putative periplasmic protein
195.2031.peg.1706,Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)
195.2031.peg.1793,hypothetical protein
195.2031.peg.1809,FIG00470567: hypothetical protein
195.2031.peg.1221,"McrBC restriction endonuclease system, McrB subunit, putative"
195.2031.peg.448,Transposase
195.2031.peg.1549,Aminoglycoside 3'-phosphotransferase (EC 2.7.1.95) => APH(3')-III/APH(3')-IV/APH(3')-VI/APH(3')-VII
195.2031.peg.495,Cytolethal distending toxin subunit C
195.2031.peg.1547,hypothetical protein
195.2031.peg.645,4-carboxymuconolactone decarboxylase (EC 4.1.1.44)
195.2031.peg.644,Alcohol dehydrogenase (EC 1.1.1.1)
195.2031.peg.555,Membrane protein
195.2031.peg.1582,hypothetical protein
195.2031.peg.1558,hypothetical protein
195.2031.peg.1791,hypothetical protein
195.2031.peg.950,hypothetical protein
195.2031.peg.1538,Putative periplasmic ATP/GTP-binding protein
195.2031.peg.1732,hypothetical protein
195.2031.peg.1557,hypothetical protein
195.2031.peg.1751,FIG00469908: hypothetical protein
195.2031.peg.1554,Aminoglycoside 3'-phosphotransferase (EC 2.7.1.95) => APH(3')-III/APH(3')-IV/APH(3')-VI/APH(3')-VII
195.2031.peg.952,hypothetical protein
195.2031.peg.1653,GTP-binding protein Obg
195.2031.peg.1040,Enterochelin uptake permease CeuB
195.2031.peg.1673,"predicted ATP-dependent endonuclease, OLD family"
195.2031.peg.1551,Aminoglycoside 6-nucleotidyltransferase (EC 2.7.7.-) => ANT(6)-I
195.2031.peg.1548,hypothetical protein
195.2031.peg.1835,FIG00470281: hypothetical protein
195.2031.peg.358,"Beta-1,4-galactosyltransferase"
195.2031.peg.1733,hypothetical protein
195.2031.peg.1330,hypothetical protein
195.2031.peg.1833,Motility accessory factor
195.2031.peg.1553,Uridine phosphorylase (EC 2.4.2.3)
195.2031.peg.357,"Beta-1,4-galactosyltransferase"
195.2031.peg.1829,hypothetical protein
195.2031.peg.1522,hypothetical protein
195.2031.peg.1204,hypothetical protein
195.2031.peg.1806,FIG00973752: TolA-like membrane protein
195.2031.peg.1560,Mobile element protein
195.2031.peg.1076,hypothetical protein
195.2031.peg.1084,conserved hypothetical protein TIGR01671
195.2031.peg.1750,"UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolyzing) (EC 3.2.1.184)"
195.2031.peg.1795,hypothetical protein
195.2031.peg.1752,hypothetical protein
195.2031.peg.1775,Motility accessory factor
195.2031.peg.1545,FIG00519111: hypothetical protein
195.2031.peg.1672,Translation elongation factor LepA
195.2031.peg.1811,hypothetical protein
195.2031.peg.1830,Motility accessory factor
195.2031.peg.1313,Major antigenic peptide PEB2
195.2031.peg.1256,Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4)
195.2031.peg.502,hypothetical protein
195.2031.peg.1250,4-cresol dehydrogenase [hydroxylating] flavoprotein subunit (EC 1.17.99.1)
195.2031.peg.1058,Phage baseplate assembly protein GpV
195.2031.peg.1552,Aminoglycoside 9-nucleotidyltransferase (EC 2.7.7.-) => ANT(9)-I
195.2031.peg.1808,hypothetical protein
195.2031.peg.1826,hypothetical protein
195.2031.peg.494,Cytolethal distending toxin subunit C
195.2031.peg.1799,N-acylneuraminate cytidylyltransferase (EC 2.7.7.43)
195.2031.peg.1336,hypothetical protein
195.2031.peg.156,hypothetical protein
195.2031.peg.1796,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2031.peg.1094,Transcriptional regulator
195.2031.peg.1763,formyl transferase domain protein
195.2031.peg.1556,hypothetical protein
195.2031.peg.449,hypothetical protein
195.2032.peg.1354,hypothetical protein
195.2032.peg.1564,Membrane protein
195.2032.peg.1308,hypothetical protein
195.2032.peg.1590,Signal transduction histidine kinase CheA
195.2032.peg.1251,Acetolactate synthase large subunit (EC 2.2.1.6)
195.2032.peg.1722,Acetolactate synthase large subunit (EC 2.2.1.6)
195.2032.peg.1703,8-amino-7-oxononanoate synthase (EC 2.3.1.47)
195.2032.peg.1485,"Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3)"
195.2032.peg.1223,Putative efflux pump
195.2032.peg.1352,hypothetical protein
195.2032.peg.1320,IncQ plasmid conjugative transfer protein TraG
195.2032.peg.1704,Pimeloyl-[acyl-carrier protein] methyl ester esterase BioG (EC 3.1.1.85)
195.2032.peg.1322,hypothetical protein
195.2032.peg.1806,membrane protein
195.2032.peg.840,DNA transfer protein
195.2032.peg.1338,"Inner membrane protein forms channel for type IV secretion of T-DNA complex, VirB8"
195.2032.peg.1535,HtrA protease/chaperone protein / Serine protease (Protease DO) (EC 3.4.21.-)
195.2032.peg.1314,hypothetical protein
195.2032.peg.1827,hypothetical protein
195.2032.peg.1309,hypothetical protein
195.2032.peg.1623,Motility accessory factor
195.2032.peg.1503,Excinuclease ABC subunit A
195.2032.peg.1705,Malonyl-[acyl-carrier protein] O-methyltransferase (EC 2.1.1.197)
195.2032.peg.1486,"Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3)"
195.2032.peg.1351,hypothetical protein
195.2032.peg.1563,"Inner membrane protein YihY, formerly thought to be RNase BN"
195.2032.peg.1708,Molybdenum ABC transporter permease protein ModB
195.2032.peg.554,Na+-driven multidrug efflux pump
195.2032.peg.1707,FIG00469761: hypothetical protein
195.2032.peg.1343,cag pathogenicity island protein (cag12)
195.2032.peg.1770,HtrA protease/chaperone protein / Serine protease (Protease DO) (EC 3.4.21.-)
195.2032.peg.1737,Protein containing aminopeptidase domain
195.2032.peg.1749,Motility accessory factor
195.2032.peg.1646,Excinuclease ABC subunit A
195.2032.peg.1738,FIG00638667: hypothetical protein
195.2032.peg.913,DNA recombination and repair protein RecF
