cluster,product_name
Cluster 2061,"Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)"
Cluster 2062,hypothetical protein
Cluster 2063,Membrane protein
Cluster 2064,Fibronectin/fibrinogen-binding protein
Cluster 2065,Putative transmembrane transport protein
Cluster 2066,Capsular polysaccharide biosynthesis heptosyltransferase HddD
Cluster 2067,Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)
Cluster 2068,hypothetical protein
Cluster 2069,FIG00973752: TolA-like membrane protein
Cluster 2070,hypothetical protein
Cluster 2071,hypothetical protein
Cluster 2072,hypothetical protein
Cluster 2073,hypothetical protein
Cluster 2074,Putative periplasmic ATP/GTP-binding protein
Cluster 2075,"Zinc ABC transporter, ATP-binding protein ZnuC"
Cluster 2076,hypothetical protein
Cluster 2077,FIG00973752: TolA-like membrane protein
Cluster 2078,"Beta-1,3-glucosyltransferase"
Cluster 2079,Aliphatic amidase AmiE (EC 3.5.1.4)
Cluster 2080,RNA-binding protein Jag
Cluster 2081,"Hemolysin, putative"
Cluster 2082,DNA modification methyltransferase (EC 2.1.1.-)
Cluster 2083,Flagellar hook-associated protein FlgL
Cluster 2084,dna methylase-type I restriction-modification system
Cluster 2085,Pantoate--beta-alanine ligase (EC 6.3.2.1)
Cluster 2086,Signal peptidase I (EC 3.4.21.89)
Cluster 2087,Ribosomal protein L11 methyltransferase
Cluster 2088,"5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)"
Cluster 2089,Group-specific protein
Cluster 2090,hypothetical protein
Cluster 2091,hypothetical protein
Cluster 2092,hypothetical protein
Cluster 2093,Motility accessory factor
Cluster 2094,COGs COG3777
Cluster 2095,"2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase, beta subunit (EC 1.2.7.-)"
Cluster 2096,hypothetical protein
Cluster 2097,Putative amino acid activating enzyme (EC 6.3.2.-)
Cluster 2098,"UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolyzing) (EC 3.2.1.184)"
Cluster 2099,hypothetical protein
Cluster 2100,CDP-4-dehydro-6-deoxy-D-glucose 3-dehydratase (EC 4.2.1.-)
Cluster 2101,hypothetical protein
Cluster 2102,Motility accessory factor
Cluster 2103,"Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4) / Sulfate permease, Trk-type"
Cluster 2104,Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)
Cluster 2105,"Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)"
Cluster 2106,Methyl-accepting chemotaxis signal transduction protein
Cluster 2107,Citrate lyase beta chain (EC 4.1.3.6)
Cluster 2108,hypothetical protein
Cluster 2109,Motility accessory factor
Cluster 2110,"Adenosine deaminase (EC 3.5.4.4), alternative form"
Cluster 2111,hypothetical protein
Cluster 2112,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
Cluster 2113,Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)
Cluster 2114,"ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)"
Cluster 2115,DNA ligase (ATP) (EC 6.5.1.1)
Cluster 2116,N-acetylglutamate kinase (EC 2.7.2.8)
Cluster 2117,"ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)"
Cluster 2118,"(2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10)"
Cluster 2119,hypothetical protein
Cluster 2120,hypothetical protein
Cluster 2121,GTP-binding protein Obg
Cluster 2122,"RepE replication protein, putative"
Cluster 2123,"Beta-1,3-glucosyltransferase"
Cluster 2124,hypothetical protein
Cluster 2125,Putative helicase
Cluster 2126,Integral membrane protein
Cluster 2127,"Beta-1,3-glucosyltransferase"
Cluster 2128,hypothetical protein
Cluster 2129,"Beta-1,3-glucosyltransferase"
Cluster 2130,"MmgE/PrpD family protein, putative"
Cluster 2131,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
Cluster 2132,Chromosome (plasmid) partitioning protein ParB
Cluster 2133,FMN adenylyltransferase (EC 2.7.7.2) / Riboflavin kinase (EC 2.7.1.26)
Cluster 2134,Biotin synthase (EC 2.8.1.6)
Cluster 2135,Flagellar motor switch protein FliN
Cluster 2136,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 2137,hypothetical protein
Cluster 2138,"Two-component transcriptional response regulator, LuxR family"
Cluster 2139,"alpha-2,3-sialyltransferase"
Cluster 2140,hypothetical protein
Cluster 2141,hypothetical protein
Cluster 2142,putative TYPE II DNA MODIFICATION ENZYME (METHYLTRANSFERASE)
Cluster 2143,hypothetical protein
Cluster 2144,hypothetical protein
Cluster 2145,hypothetical protein
Cluster 2146,hypothetical protein
Cluster 2147,Motility accessory factor
Cluster 2148,"3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7)"
Cluster 2149,Peptidoglycan lipid II flippase MurJ
Cluster 2150,4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.7.4)
Cluster 2151,LSU ribosomal protein L2p (L8e)
Cluster 2152,Flagellar assembly protein FliH
Cluster 2153,Possible dnaJ-like protein
Cluster 2154,Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake
Cluster 2155,hypothetical protein
Cluster 2156,Membrane protein
Cluster 2157,Integral membrane protein
Cluster 2158,Prephenate and/or arogenate dehydrogenase (unknown specificity) (EC 1.3.1.12)(EC 1.3.1.43)
Cluster 2159,Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)
Cluster 2160,hypothetical protein
Cluster 2161,NAD-dependent protein deacetylase of SIR2 family
Cluster 2162,Putative periplasmic ATP/GTP-binding protein
Cluster 2163,Putative methyl-accepting chemotaxis protein
Cluster 2164,UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)
Cluster 2165,16S rRNA (cytidine(1402)-2'-O)-methyltransferase (EC 2.1.1.198)
Cluster 2166,3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)
Cluster 2167,Formyltetrahydrofolate deformylase (EC 3.5.1.10)
Cluster 2168,"UDP-6-deoxy-AltdiNAc hydrolase (PseG, third step of pseudaminic acid biosynthesis)"
Cluster 2169,"Phage protein Mup32, I"
Cluster 2170,IncF plasmid conjugative transfer protein TraG
Cluster 2171,hypothetical protein
Cluster 2172,Argininosuccinate synthase (EC 6.3.4.5)
Cluster 2173,FIG00005326: uncharacterized protein
Cluster 2174,Putative periplasmic protein
Cluster 2175,Membrane protein related to metalloendopeptidases
Cluster 2176,Cell binding factor 2 precursor
Cluster 2177,Thiamine-monophosphate kinase (EC 2.7.4.16)
Cluster 2178,"Putative type IIS restriction /modification enzyme, N-terminal half"
Cluster 2179,"Type II secretion cytoplasmic ATP binding protein (PulE, ATPase)"
Cluster 2180,Selenophosphate-dependent tRNA 2-selenouridine synthase
Cluster 2181,hypothetical protein
Cluster 2182,IncF plasmid conjugative transfer protein TraN
Cluster 2183,hypothetical protein
Cluster 2184,hypothetical protein
Cluster 2185,hypothetical protein
Cluster 2186,tRNA pseudouridine(55) synthase (EC 5.4.99.25)
Cluster 2187,hypothetical protein
Cluster 2188,hypothetical protein
Cluster 2189,hypothetical protein
Cluster 2190,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
Cluster 2191,"Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72) / Type I restriction-modification system, specificity subunit S"
Cluster 2192,phage uncharacterized protein
Cluster 2193,hypothetical protein
Cluster 2194,hypothetical protein
Cluster 2195,Putative periplasmic protein
Cluster 2196,Prolipoprotein diacylglyceryl transferase
Cluster 2197,Phage DNA adenine methylase (EC 2.1.1.72)
Cluster 2198,Channel-forming transporter/cytolysins activator of TpsB family
Cluster 2199,Glucose-1-phosphate cytidylyltransferase (EC 2.7.7.33)
Cluster 2200,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
Cluster 2201,hypothetical protein
Cluster 2202,Putative periplasmic protein
Cluster 2203,"ABC transporter, permease protein (cluster 3, basic aa/glutamine/opines)"
Cluster 2204,Undecaprenyl-diphosphatase (EC 3.6.1.27)
Cluster 2205,"C4-dicarboxylate anaerobic carrier, putative"
Cluster 2206,Putative periplasmic protein
Cluster 2207,hypothetical protein
Cluster 2208,"Coupling protein VirD4, ATPase required for T-DNA transfer"
Cluster 2209,Hydroxymethylpyrimidine kinase (EC 2.7.1.49) @ Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)
Cluster 2210,Uncharacterized metal-dependent hydrolase YcfH
Cluster 2211,Flagellar basal-body rod protein FlgF
Cluster 2212,2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55)
Cluster 2213,CAAX amino terminal protease family protein
Cluster 2214,Hemerythrin domain protein
Cluster 2215,hypothetical protein
Cluster 2216,Diaminopimelate decarboxylase (EC 4.1.1.20)
Cluster 2217,Putative aminotransferase
Cluster 2218,"sarcosine oxidase, putative"
Cluster 2219,IncF plasmid conjugative transfer pilus assembly protein TraK
Cluster 2220,Phage tail fiber protein GpH
Cluster 2221,hypothetical protein
Cluster 2222,Motility accessory factor
Cluster 2223,"Tungstate ABC transporter, substrate-binding protein"
Cluster 2224,Phage tail length tape-measure protein GpT
Cluster 2225,Alpha-ketoglutarate permease
Cluster 2226,hypothetical protein
Cluster 2227,Putative efflux protein
Cluster 2228,"Signal transduction protein CetA, mediates an energy taxis response"
Cluster 2229,"Cell-division-associated, ABC-transporter-like signaling protein FtsX"
Cluster 2230,"Inner membrane protein YihY, formerly thought to be RNase BN"
Cluster 2231,Putative periplasmic protein
Cluster 2232,"Zinc ABC transporter, permease protein ZnuB"
Cluster 2233,Haemin uptake system periplasmic haemin-binding protein
Cluster 2234,hypothetical protein
Cluster 2235,Sodium-dependent phosphate transporter
Cluster 2236,"probable periplasmic protein Cj0413 , putative"
Cluster 2237,IncF plasmid conjugative transfer protein TraG
Cluster 2238,Flagellin
Cluster 2239,Putative periplasmic protein
Cluster 2240,hypothetical protein
Cluster 2241,hypothetical protein
Cluster 2242,Motility accessory factor
Cluster 2243,"Cytolethal distending toxin subunit B, DNase I-like"
Cluster 2244,Putative periplasmic protein
Cluster 2245,Sulfur carrier protein ThiS / Sulfur carrier protein ThiS adenylyltransferase (EC 2.7.7.73)
Cluster 2246,"Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72) / Type I restriction-modification system, specificity subunit S"
Cluster 2247,hypothetical protein
Cluster 2248,hypothetical protein
Cluster 2249,"Inner membrane protein of type IV secretion of T-DNA complex, VirB6"
Cluster 2250,hypothetical protein
Cluster 2251,Quinone-reactive Ni/Fe-hydrogenase small chain (EC 1.12.5.1)
Cluster 2252,Chemotaxis protein methyltransferase CheR (EC 2.1.1.80)
Cluster 2253,Motility accessory factor
Cluster 2254,hypothetical protein
Cluster 2255,"Beta-1,3-glucosyltransferase"
Cluster 2256,Conjugative transfer protein TrbJ
Cluster 2257,putative lipoprotein
Cluster 2258,hypothetical protein
Cluster 2259,Peptide chain release factor N(5)-glutamine methyltransferase (EC 2.1.1.297)
Cluster 2260,Phosphatidylserine decarboxylase (EC 4.1.1.65)
Cluster 2261,hypothetical protein
Cluster 2262,DnaJ-related protein
Cluster 2263,Replication protein
Cluster 2264,hypothetical protein
Cluster 2265,Motility accessory factor
Cluster 2266,hypothetical protein
Cluster 2267,hypothetical protein
Cluster 2268,hypothetical protein
Cluster 2269,Mobile element protein
Cluster 2270,"L-serine dehydratase, beta subunit (EC 4.3.1.17) / L-serine dehydratase, alpha subunit (EC 4.3.1.17)"
Cluster 2271,hypothetical protein
Cluster 2272,hypothetical protein
Cluster 2273,hypothetical protein
Cluster 2274,SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase (EC 2.1.1.182)
Cluster 2275,hypothetical protein
Cluster 2276,Rod shape-determining protein MreB
Cluster 2277,FIG00005326: uncharacterized protein
Cluster 2278,"Multidrug efflux system, outer membrane factor lipoprotein => CmeD"
Cluster 2279,"Tetracycline resistance, ribosomal protection type => Tet(O)"
Cluster 2280,Sulfur carrier protein FdhD
Cluster 2281,Two-component system histidine kinase RacS
Cluster 2282,"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)"
Cluster 2283,hypothetical protein
Cluster 2284,L-fuconolactone hydrolase
Cluster 2285,Aminoglycoside 3'-phosphotransferase (EC 2.7.1.95) => APH(3')-III/APH(3')-IV/APH(3')-VI/APH(3')-VII
Cluster 2286,hypothetical protein
Cluster 2287,"GDP-4-amino-4,6-dideoxy-alpha-D-acetylglucosamine N-acetyltransferase"
Cluster 2288,Motility accessory factor
Cluster 2289,"Fic domain protein, MA2133 type"
Cluster 2290,Selenocysteine-specific translation elongation factor
Cluster 2291,SSU ribosomal protein S2p (SAe)
Cluster 2292,Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)
Cluster 2293,Flagellar basal-body rod protein FlgG
Cluster 2294,Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129)
Cluster 2295,Heat-inducible transcription repressor HrcA
Cluster 2296,Polysaccharide biosynthesis protein WlaX
Cluster 2297,Probable transmembrane protein Cj0352
Cluster 2298,NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3)
Cluster 2299,Transposase
Cluster 2300,RecD-like DNA helicase YrrC
Cluster 2301,"major facilitator family transporter, putative"
Cluster 2302,"GDP-4-amino-4,6-dideoxy-alpha-D-acetylglucosamine N-acetyltransferase"
Cluster 2303,putative TonB-dependent receptor
Cluster 2304,"Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4) / Sulfate permease, Trk-type"
Cluster 2305,Uncharacterized MFS-type transporter
Cluster 2306,"L-fuco-beta-pyranose dehydrogenase, type 2 (EC 1.1.1.122)"
Cluster 2307,Chemotaxis protein methyltransferase CheR (EC 2.1.1.80)
Cluster 2308,hypothetical protein
Cluster 2309,IncQ plasmid conjugative transfer protein TraQ (RP4 TrbM homolog)
Cluster 2310,Inner membrane protein YihN
Cluster 2311,hypothetical protein
Cluster 2312,"ABC transporter, permease protein 2 (cluster 5, nickel/peptides/opines)"
Cluster 2313,Leader peptidase (Prepilin peptidase) (EC 3.4.23.43)
Cluster 2314,Translation elongation factor LepA
Cluster 2315,hypothetical protein
Cluster 2316,"Phage virion morphogenesis protein Mup30, F"
Cluster 2317,"prophage MuSo1, F protein, putative"
Cluster 2318,Putative methyl-accepting chemotaxis protein
Cluster 2319,"Type I restriction-modification system, specificity subunit S"
Cluster 2320,Fumarate reductase cytochrome b subunit
Cluster 2321,Chromosome (plasmid) partitioning protein ParA
Cluster 2322,Membrane protein
Cluster 2323,"GDP-4-amino-4,6-dideoxy-alpha-D-acetylglucosamine N-acetyltransferase"
Cluster 2324,"alpha-2,3-sialyltransferase"
Cluster 2325,hypothetical protein
Cluster 2326,Dicarboxylate carrier protein
Cluster 2327,Motility accessory factor
Cluster 2328,hypothetical protein
Cluster 2329,"Capsular polysaccharide ABC transporter, permease protein KpsM"
Cluster 2330,Polyferredoxin NapH (periplasmic nitrate reductase)
Cluster 2331,hypothetical protein
Cluster 2332,"Transcriptional regulator, LysR family"
Cluster 2333,"Capsular polysaccharide ABC transporter, permease protein KpsM"
Cluster 2334,IncF plasmid conjugative transfer surface exclusion protein TraT
Cluster 2335,hypothetical protein
Cluster 2336,hypothetical protein
Cluster 2337,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 2338,hypothetical protein
Cluster 2339,TrkA domain protein HP0282
Cluster 2340,hypothetical protein
Cluster 2341,"DNA topoisomerase III, TraE-type (EC 5.99.1.2)"
Cluster 2342,Methyl-accepting chemotaxis signal transduction protein
Cluster 2343,Haemin uptake system ATP-binding protein
Cluster 2344,"ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)"
Cluster 2345,"Enoyl-[acyl-carrier-protein] reductase (EC 1.3.1.-), 7-alpha-HSDH-like => refractory to triclosan"
Cluster 2346,"ABC transporter, substrate-binding protein PebA (cluster 3, basic aa/glutamine/opines)"
Cluster 2347,Uncharacterized amidohydrolase HP_1481
Cluster 2348,hypothetical protein
Cluster 2349,Putative periplasmic protein
Cluster 2350,hypothetical protein
Cluster 2351,hypothetical protein
Cluster 2352,"ABC transporter, ATP-binding protein (cluster 8, B12/iron complex)"
Cluster 2353,Phospholipase A1 (EC 3.1.1.32) (EC 3.1.1.4) @ Outer membrane phospholipase A
Cluster 2354,"Putative type IIS restriction /modification enzyme, N-terminal half"
Cluster 2355,"Oligopeptide transporter, OPT family"
Cluster 2356,Two-component system sensor histidine kinase
Cluster 2357,hypothetical protein
Cluster 2358,hypothetical protein
Cluster 2359,TolA protein
Cluster 2360,UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98)
Cluster 2361,Thiazole synthase (EC 2.8.1.10)
Cluster 2362,Indole-3-glycerol phosphate synthase (EC 4.1.1.48)
Cluster 2363,Membrane protein
Cluster 2364,5'-nucleotidase SurE (EC 3.1.3.5)
Cluster 2365,Methionine ABC transporter substrate-binding protein
Cluster 2366,Flagellar motor rotation protein MotA
Cluster 2367,Cytolethal distending toxin subunit A
Cluster 2368,Aminoglycoside 9-nucleotidyltransferase (EC 2.7.7.-) => ANT(9)-I
Cluster 2369,hypothetical protein
Cluster 2370,Uncharacterized protein Cj0990c
Cluster 2371,Putative processing peptidase
Cluster 2372,"Ferric iron ABC transporter, ATP-binding protein"
Cluster 2373,Motility accessory factor
Cluster 2374,hypothetical protein
Cluster 2375,hypothetical protein
Cluster 2376,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 2377,Methionine ABC transporter substrate-binding protein
Cluster 2378,Class D beta-lactamase (EC 3.5.2.6) => OXA-61 family
Cluster 2379,"Methyltransferase (EC 2.1.1.-), possibly involved in O-methyl phosphoramidate capsule modification"
Cluster 2380,hypothetical protein
Cluster 2381,hypothetical protein
Cluster 2382,DNA recombination and repair protein RecF
Cluster 2383,hypothetical protein
Cluster 2384,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 2385,"Outer membrane protein ImpK/VasF, OmpA/MotB domain"
Cluster 2386,hypothetical protein
Cluster 2387,Oligoendopeptidase F-like protein
Cluster 2388,DnaJ-like protein DjlA
Cluster 2389,Magnesium and cobalt transport protein CorA
Cluster 2390,"ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)"
Cluster 2391,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)
Cluster 2392,"SMF family protein, DNA processing chain A (DprA)"
