gene_representative,pan_gene_class,product_name,frequency
562.12959.peg.2078,core,Lactaldehyde reductase (EC 1.1.1.77)_1,1968
562.12959.peg.1698,accessory,Capsular polysaccharide export system inner membrane protein KpsE_1,1439
562.12959.peg.3319,core,Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79)_1,1970
562.12961.peg.53,unique,Lactaldehyde dehydrogenase involved in fucose or rhamnose utilization (EC 1.2.1.22)_1,18
562.12962.peg.4166,core,Transcriptional repressor of the lac operon_3,1960
562.16324.peg.755,core,Pyrimidine monooxygenase RutA (EC 1.14.99.46)_1,1944
562.22428.peg.2137,unique,rha protein_1,36
562.22435.peg.978,unique,Betaine/carnitine/choline transporter (BCCT) family_4,115
562.22470.peg.553,unique,NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)_1,16
562.22586.peg.1843,core,Outer membrane porin OmpC_2,1949
562.22615.peg.2991,unique,Uncharacterized protein YfjI_10,7
562.22908.peg.2573,core,Murein hydrolase activator NlpD_1,1965
562.22914.peg.5002,unique,Modification methylase NgoFVII_2,6
562.23220.peg.4199,unique,"Putative Dihydrolipoamide dehydrogenase (EC 1.8.1.4); Mercuric ion reductase (EC 1.16.1.1); PF00070 family, FAD-dependent NAD(P)-disulphide oxidoreductase_4",5
562.23527.peg.2126,unique,"Transcription antiterminator, BglG family_8",5
562.28845.peg.4258,unique,IncI1 plasmid conjugative transfer pilus-tip adhesin protein PilV_12,9
562.42680.peg.4225,unique,"Inner membrane protein of type IV secretion of T-DNA complex, TonB-like, VirB10_20",58
562.42818.peg.4040,core,Probable 3-phenylpropionic acid transporter_8,1964
562.42836.peg.2737,unique,Putative alanine/glycine transport protein_9,5
562.12959.peg.4623,accessory,Glycerate kinase (EC 2.7.1.31)_1,1926
562.12959.peg.3490,core,ABC transporter periplasmic-binding protein YdcS_1,1959
562.16466.peg.3065,unique,Phage protein_63,73
562.16466.peg.2491,accessory,"Type III secretion outermembrane contact sensing protein (YopN,Yop4b,LcrE)_1",283
562.17621.peg.2430,unique,"Alkylation response protein AidB, acyl-CoA dehydrogenase family_3",24
562.22437.peg.2857,accessory,Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase (EC 3.6.1.63)_2,1939
562.22464.peg.455,unique,Phage tail formation protein GpD_4,8
562.22467.peg.4695,unique,Phosphomannomutase (EC 5.4.2.8) => Colanic acid_6,50
562.22501.peg.4484,unique,Phage protein_151,9
562.22511.peg.4888,unique,Putative uncharacterized protein YbfO_2,34
562.22542.peg.2211,unique,Phage major capsid protein_7,16
562.22730.peg.839,accessory,AI-2 transport protein TqsA_3,1857
562.22806.peg.3697,unique,Phage tail fiber protein GpH_80,19
562.23000.peg.556,unique,Uncharacterized protein YehI_9,9
562.23049.peg.2602,core,"Uptake [NiFe] hydrogenase, small subunit HyaA (EC 1.12.99.6)_6",1962
562.23141.peg.4723,unique,"Phage tail tip, host specificity protein J_69",17
562.42857.peg.3204,core,Chaperone protein DnaJ_4,1970
562.12959.peg.5118,core,Crotonobetainyl-CoA dehydrogenase (EC 1.3.99.-)_1,1965
562.12959.peg.5288,unique,"Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)_1",68
562.12961.peg.3197,core,2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)_3,1968
562.13502.peg.2336,unique,COG0503: Adenine/guanine phosphoribosyltransferases and related PRPP-binding proteins_1,23
562.19186.peg.4475,unique,"Type I restriction-modification system, specificity subunit S_15",11
562.22428.peg.4188,accessory,Glycerate kinase (EC 2.7.1.31)_4,227
562.22549.peg.2596,unique,Glycerate kinase (EC 2.7.1.31)_6,5
562.22639.peg.5008,unique,Uncharacterized outer membrane protein YpjA_8,30
562.22639.peg.4376,unique,Protein RhsD_28,28
562.23129.peg.1022,unique,Phage tail fiber protein GpH_125,6
562.23511.peg.4353,unique,Secretion system effector SseC_1,122
562.23855.peg.4130,unique,Uncharacterized outer membrane usher protein YbgQ_8,5
562.42857.peg.4050,accessory,Putative stomatin/prohibitin-family membrane protease subunit aq_911_4,300
562.7572.peg.3345,unique,Secretion system effector SseC_2,28
562.7575.peg.115,unique,"Aminotransferase, DegT/DnrJ/EryC1/StrS family_12",5
562.7673.peg.1271,unique,"Lysine decarboxylase 2, constitutive (EC 4.1.1.18)_8",10
562.12959.peg.4401,core,Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)_1,1970
562.12959.peg.2806,accessory,Polysaccharide export lipoprotein => Wza_1,1847
562.12960.peg.331,unique,"Phage tail sheath Mup39, L_2",5
562.16466.peg.874,unique,Insertion element IS600 (Shigella sonnei) transposase_2,55
562.16466.peg.5298,unique,"Inner membrane protein of type IV secretion of T-DNA complex, TonB-like, VirB10_2",45
562.17722.peg.1445,unique,UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)_2,59
562.19186.peg.319,unique,Uncharacterized protein YedM_3,26
562.20499.peg.1515,unique,Putative polysaccharide export protein YccZ precursor_1,113
562.22429.peg.2018,unique,"Uncharacterized J domain-containing protein YbeS, predicted chaperone_2",11
562.22432.peg.1937,unique,Membrane fusion component MdtO of tripartite multidrug resistance system_3,11
562.22434.peg.4506,core,"Fructose-1,6-bisphosphatase, GlpX type (EC 3.1.3.11)_1",1969
562.22436.peg.3492,unique,"Type I restriction-modification system, specificity subunit S_21",5
562.22449.peg.1210,unique,Uncharacterized J domain-containing protein YbeV_2,17
562.22460.peg.173,unique,Integral membrane protein_6,6
562.22461.peg.2653,unique,"Phage tail protein Mup44, P_2",31
562.22510.peg.2251,unique,T6SS component TssM (IcmF/VasK)_10,35
562.22538.peg.4890,unique,DNA-cytosine methyltransferase (EC 2.1.1.37)_20,19
562.22639.peg.5165,unique,Antigen 43_19,31
562.22668.peg.4687,unique,Sea24_6,16
562.22954.peg.4992,unique,Antigen 43_38,5
562.23252.peg.5356,unique,Uncharacterized protein YgeP_8,7
562.23477.peg.1107,accessory,Flagellar hook-length control protein FliK_3,1912
562.23776.peg.4394,unique,RTX toxins determinant A and related Ca2+-binding proteins_10,14
562.42643.peg.1202,unique,CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase (EC 2.7.8.12)_2,10
562.42688.peg.4898,unique,Protein RhsB_40,8
562.42757.peg.1957,unique,Uncharacterized protein YfaA_9,8
562.7578.peg.2808,unique,"Trimethylamine-N-oxide reductase (EC 1.7.2.3), TorZ_15",29
562.7583.peg.3114,core,[4Fe-4S] cluster assembly scaffold protein Mrp (=ApbC)_1,1970
562.7642.peg.4041,core,Glycerol dehydrogenase (EC 1.1.1.6)_15,1964
562.12959.peg.1539,core,23S rRNA (guanine(1835)-N(2))-methyltransferase (EC 2.1.1.174)_1,1958
562.12959.peg.2751,accessory,"YehP, CoxE-like von Willebrand factor type A (vWA) domain-containing protein_1",1916
562.12959.peg.931,core,Inner membrane protein YibH_1,1950
562.12959.peg.4057,core,Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)_2,1962
562.12960.peg.3942,accessory,Inner membrane protein YiaV_1,542
562.22433.peg.4403,accessory,Putative superfamily I DNA helicases_1,871
562.22445.peg.733,unique,Integral membrane protein_5,69
562.22716.peg.4812,unique,Transposase InsD for insertion element IS2_25,5
562.22747.peg.378,unique,"Putative 2-component regulator, interaction with sigma 54_2",46
562.22825.peg.4783,unique,"Phage tail tip, host specificity protein J_49",10
562.22870.peg.4954,unique,putative adhesin/invasin_1,5
562.23203.peg.1438,core,Ni/Fe-hydrogenase 2 small subunit HybO (EC 1.12.99.6)_1,1966
562.23232.peg.3573,unique,group 1 glycosyl transferase_1,5
562.23380.peg.5062,unique,VgrG protein_110,47
562.23608.peg.5339,unique,Transposase_336,22
562.23911.peg.1281,accessory,Phage DNA adenine methylase (EC 2.1.1.72)_35,698
562.7567.peg.5391,unique,"adherence and invasion outermembrane protein (Inv,enhances Peyer's patches colonization)_44",32
562.7567.peg.2061,unique,Phage DNA transfer protein_78,5
562.7567.peg.3106,unique,Colicin I receptor_42,61
562.7570.peg.3689,unique,putative glucose transferase_2,7
562.7642.peg.3789,accessory,"Trimethylamine-N-oxide reductase associated c-type cytochrome, TorY_12",1938
562.7684.peg.5253,unique,"Phage tail, tail length tape-measure protein H_202",18
562.7778.peg.5139,unique,"Phage head, portal protein B_176",5
562.7789.peg.761,accessory,TPR domain protein_8,739
562.12959.peg.4567,accessory,Ferric enterobactin uptake protein FepE_1,1915
562.12959.peg.2172,core,Nitric oxide reductase FlRd-NAD(+) reductase_1,1964
562.12959.peg.4348,core,ABC-type efflux pump permease component YbhS_1,1970
562.12959.peg.1339,accessory,2-iminoacetate synthase (ThiH) (EC 4.1.99.19)_1,1572
562.12959.peg.1491,accessory,N-acetylgalactosamine-6-phosphate deacetylase_1,1933
562.12960.peg.4352,accessory,2-iminoacetate synthase (ThiH) (EC 4.1.99.19)_2,396
562.16325.peg.2433,accessory,Mobile element protein_53,582
562.22449.peg.3526,unique,Myo-inositol 2-dehydrogenase 2 (EC 1.1.1.18)_1,19
562.22532.peg.3672,unique,tgtA5 cluster protein 1_1,63
562.22593.peg.1450,unique,Probable deoxycholate-binding periplasmic protein YgiS_3,5
562.22607.peg.4970,unique,"Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)_27",7
562.22636.peg.4472,unique,"Uncharacterized membrane protein, YraQ family_2",23
562.22642.peg.5127,unique,YjbI protein_8,18
562.22681.peg.1332,core,Inner membrane transport permease YhhJ_1,1969
562.22697.peg.855,unique,Phage tail formation protein GpD_16,5
562.22746.peg.4228,unique,Outer membrane usher protein FimD_9,8
562.22834.peg.899,unique,"GDP-mannose 4,6-dehydratase (EC 4.2.1.47)_2",27
562.23248.peg.4742,unique,"Inner membrane protein of type IV secretion of T-DNA complex, TonB-like, VirB10_15",7
562.23368.peg.4623,unique,"Phage head, terminase DNA packaging protein A_46",36
562.23531.peg.3279,unique,Uncharacterized transporter YeeO_6,45
562.23544.peg.357,core,Cell division protein ZapE_1,1970
562.23832.peg.5213,unique,IncF plasmid conjugative transfer protein TraG_28,10
562.42818.peg.346,unique,Outer membrane porin OmpN_11,12
562.7790.peg.5623,unique,IncF plasmid conjugative transfer pilus assembly protein TraH_23,10
562.12959.peg.1126,core,"dTDP-4-amino-4,6-dideoxygalactose transaminase (EC 2.6.1.59)_1",1970
562.12959.peg.2701,core,"PTS system, fructose-specific IIA component (EC 2.7.1.202) / Fructose-specific phosphocarrier protein HPr_1",1970
562.12961.peg.4829,core,D-alanine--D-alanine ligase (EC 6.3.2.4)_2,1970
562.19186.peg.1430,unique,UDP-N-acetyl-L-fucosamine synthase (EC 5.1.3.28)_1,155
562.22428.peg.573,accessory,putative virulence protein_1,358
562.22430.peg.4313,accessory,Acyl-CoA dehydrogenase_2,575
562.22479.peg.713,unique,"L,D-transpeptidase YcbB_2",7
562.22482.peg.1828,unique,Diguanylate cyclase (EC 2.7.7.65) => DgcJ_3,8
562.22653.peg.4240,unique,FIG016210: probable monooxygenase_1,11
562.22660.peg.1375,unique,Phage integrase_79,46
562.22687.peg.2221,unique,Phage DNA replication protein O_33,6
562.22875.peg.4889,accessory,Phage protein_320,503
562.23006.peg.3342,unique,Uncharacterized GGDEF domain protein YneF_10,9
562.23031.peg.4607,unique,Transposase InsI for insertion sequence element IS30_8,7
562.23064.peg.4839,unique,Glycosyltransferase_24,137
562.23260.peg.8,unique,"Multidrug efflux system AcrEF-TolC, inner-membrane proton/drug antiporter AcrF (RND type)_10",23
562.23288.peg.4891,unique,"Phage tail tip, host specificity protein J_85",11
562.23330.peg.5163,accessory,Nucleoside-diphosphate-sugar epimerases_6,317
562.42666.peg.4633,unique,IncI1 plasmid conjugative transfer pilus-tip adhesin protein PilV_18,14
562.42837.peg.886,core,LSU ribosomal protein L16p arginine hydroxylase_4,1968
562.7636.peg.5304,unique,"Phage head, portal protein B_131",10
562.7642.peg.3110,unique,Uncharacterized protein YihF_15,18
562.7757.peg.4895,unique,Invasin_71,34
562.7758.peg.5236,unique,Mobile element protein_1513,85
562.12959.peg.3590,core,Uncharacterized protein YciW_1,1944
562.12959.peg.4734,core,Queuine tRNA-ribosyltransferase (EC 2.4.2.29)_1,1970
562.12959.peg.2411,core,"N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)_1",1970
562.12959.peg.4281,core,23S rRNA (uracil(747)-C(5))-methyltransferase (EC 2.1.1.189)_1,1961
562.12959.peg.4025,core,"Ferrous iron transport periplasmic protein EfeO, contains peptidase-M75 domain and (frequently) cupredoxin-like domain_1",1954
562.12960.peg.1948,core,Ribonuclease D (EC 3.1.26.3)_1,1966
562.13502.peg.4998,unique,Bacteriophage N4 adsorption protein B_1,53
562.22433.peg.1045,unique,UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)_4,126
562.22458.peg.110,unique,Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)_3,101
562.22510.peg.3084,accessory,"RND efflux system, membrane fusion protein_6",1399
562.23024.peg.2151,unique,Uncharacterized protein YfaQ_7,7
562.23053.peg.1704,unique,"Phosphate ABC transporter, substrate-binding protein PstS (TC 3.A.1.7.1)_9",5
562.23221.peg.689,unique,23S rRNA (uracil(747)-C(5))-methyltransferase (EC 2.1.1.189)_2,8
562.23385.peg.3031,unique,UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)_16,5
562.23589.peg.4373,core,"beta-1,4-glucanase (cellulase) (EC 3.2.1.4)_4",1955
562.23714.peg.4789,accessory,"Phage terminase, small subunit_28",232
562.42818.peg.2212,accessory,Octaprenyl diphosphate synthase (EC 2.5.1.90)_2,1897
562.7702.peg.4264,accessory,"iron aquisition regulator (YbtA,AraC-like,required for transcription of FyuA/psn,Irp2)_4",1623
562.7775.peg.3979,accessory,Patatin_6,959
562.12959.peg.597,core,Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake_1,1957
562.12959.peg.969,core,"UDP-glucose:(heptosyl) LPS alpha1,3-glucosyltransferase WaaG_1",1966
562.12959.peg.3725,accessory,Fatty acid hydroxylase family (carotene hydroxylase/sterol desaturase)_1,685
562.12960.peg.1946,accessory,"Carnitine monooxygenase, oxygenase component CntA_1",777
562.12960.peg.4779,unique,"DNA-binding transcriptional regulator, MocR family / aminotransferase domain_1",8
562.12961.peg.3390,accessory,Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170)_1,1908
562.16326.peg.3960,unique,Glycosyltransferase IroB_1,71
562.16466.peg.2500,accessory,"Type III secretion inner membrane protein (YscU,SpaS,EscU,HrcU,SsaU, homologous to flagellar export components)_1",292
562.22447.peg.4274,accessory,Conjugal transfer protein_4,185
562.22524.peg.4067,unique,Phage baseplate assembly protein J_2,36
562.22529.peg.1238,core,Ethanolamine operon regulatory protein_1,1958
562.22642.peg.4691,unique,Uncharacterized GGDEF domain protein YneF_6,152
562.22769.peg.4391,unique,"Phage protein Mup32, I_3",17
562.22806.peg.4489,unique,"Inner membrane permease YgjI, clustered with evolved beta-galactosidase_6",10
562.22818.peg.4559,unique,Invasin_30,20
562.22915.peg.4799,unique,General secretion pathway protein D_14,8
562.22950.peg.4773,unique,DNA-cytosine methyltransferase (EC 2.1.1.37)_39,26
562.23031.peg.1616,core,ABC-type efflux pump permease component YbhR_1,1965
562.23042.peg.4454,unique,Protein RhsD_63,6
562.23477.peg.4521,unique,"Phage tail tip, host specificity protein J_96",13
562.7567.peg.2398,unique,"Type III secretion outermembrane contact sensing protein (YopN,Yop4b,LcrE)_10",5
562.7643.peg.3735,unique,"PTS system, beta-glucoside-specific IIB component / PTS system, beta-glucoside-specific IIC component / PTS system, beta-glucoside-specific IIA component_15",6
562.7710.peg.5052,accessory,"GDP-mannose 4,6-dehydratase (EC 4.2.1.47)_10",1863
562.12959.peg.108,accessory,Putative sgc region protein sgcX_1,848
562.12959.peg.2246,core,Chorismate mutase I (EC 5.4.99.5) / Cyclohexadienyl dehydrogenase (EC 1.3.1.12)(EC 1.3.1.43)_1,1970
562.12959.peg.2153,core,[NiFe] hydrogenase metallocenter assembly protein HypD_1,1969
562.12961.peg.2448,core,(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin) (EC 1.17.7.3)_1,1970
562.22451.peg.4823,unique,Phage DNA adenine methylase (EC 2.1.1.72)_5,30
562.22453.peg.4596,unique,"Type I restriction-modification system, specificity subunit S_27",5
562.22524.peg.795,unique,"PTS system, maltose and glucose-specific IIC component / PTS system, maltose and glucose-specific IIB component (EC 2.7.1.208)_7",14
562.22630.peg.3404,unique,"N,N'-diacetylchitobiose-specific 6-phospho-beta-glucosidase (EC 3.2.1.86)_2",5
562.22719.peg.161,unique,SMC domain protein_1,9
562.22807.peg.3525,unique,Zn peptidase with DNA binding_1,5
562.23337.peg.4938,unique,"Phage tail fiber, side tail fiber protein Stf_240",17
562.23443.peg.1785,unique,c-di-GMP phosphodiesterase (EC 3.1.4.52) => PdeB_10,14
562.30304.peg.4432,unique,Protein RhsD_94,27
562.42733.peg.3358,unique,Putative large exoprotein involved in heme utilization or adhesion of ShlA/HecA/FhaA family_164,5
562.42765.peg.4777,unique,IncF plasmid conjugative transfer DNA-nicking and unwinding protein TraI_88,28
562.42818.peg.1647,accessory,Flagellar P-ring protein FlgI_9,575
562.45847.peg.609,unique,Multidrug resistance outer membrane protein MdtP_11,6
562.7584.peg.3372,unique,probable membrane protein YPO2297_8,6
562.7647.peg.4998,unique,Phage tail fiber protein GpH_271,6
562.12959.peg.4321,core,"Inner membrane protein YbiR, putative anion permease_1",1962
562.12959.peg.364,accessory,Acetaldehyde dehydrogenase (EC 1.2.1.10) / Alcohol dehydrogenase (EC 1.1.1.1)_1,328
562.12961.peg.3416,accessory,S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284)_1,1556
562.13502.peg.4193,core,"Branched-chain amino acid ABC transporter, substrate-binding protein LivJ (TC 3.A.1.4.1)_1",1968
562.16324.peg.2495,unique,Phage tail formation protein GpD_2,10
562.16466.peg.4593,accessory,Phage integrase_9,501
562.19186.peg.374,accessory,Uncharacterized oxidoreductase YjhC_1,449
562.22445.peg.4471,unique,Putative glycosyltransferase WbbK_2,52
562.22485.peg.2972,unique,Conjugal transfer protein_9,21
562.22494.peg.4104,unique,Phage DNA binding protein Roi_7,34
562.22552.peg.4785,unique,Uncharacterized MFS-type transporter_55,10
562.22566.peg.5017,accessory,Integron integrase IntI1_2,599
562.22586.peg.2047,accessory,Phage tail formation protein GpD_13,545
562.22661.peg.3399,unique,"Soluble aldose sugar dehydrogenase, PQQ-dependent (EC 1.1.5.-)_6",100
562.22776.peg.3097,unique,"Type I restriction-modification system, specificity subunit S_89",16
562.23373.peg.4580,unique,"Phage head, portal protein B_58",5
562.23481.peg.5280,unique,replication protein A_3,9
562.23873.peg.4840,unique,Outer membrane usher protein PapC_21,7
562.42794.peg.1019,unique,Antigen 43_102,39
562.7702.peg.3739,unique,"Predicted sugar ABC transport system, ATP-binding protein YphE_10",9
562.7723.peg.4817,unique,Ferric enterobactin uptake protein FepE_19,6
562.12959.peg.2952,accessory,Outer membrane porin OmpF_1,618
562.12959.peg.4303,accessory,"Soluble aldose sugar dehydrogenase, PQQ-dependent (EC 1.1.5.-)_1",1851
562.12959.peg.4261,core,Macrolide-specific efflux protein MacA_1,1963
562.12959.peg.4758,core,Diguanylate cyclase (EC 2.7.7.65) => DgcC_1,1958
562.13502.peg.2714,accessory,Uncharacterized protein YneK_2,543
562.13502.peg.4475,accessory,NAD+--asparagine ADP-ribosyltransferase_1,226
